Nombre_Nuevo_Excel,Mejor_Coincidencia_Sistema_Actual,Nivel_de_Confianza_Porcentaje,Sheet_Origen
MT-7010 7010 BUJE CAMPANA BMW F 650 GS KIT X 3,INY-7071B7C1,28,INYECCION
"MT-7011 7011 BUJE YAMAHA FZ 2,5, MT 15 Y R15 V3 Y V4",INY-1457016F,25,INYECCION
MT-7011-B 7011-B BUJE YAMAHA F 2.5,270417ef,33,INYECCION
MT-7012 7012 BUJE YAMAHA R3 Y MT 03,FR-9303 / CB9721,33,FICHAS_INT_CAR
MT-7013 7013 BUJE SUZUKI GIXXER SF Y GSX 150R,INY-1457016F,32,INYECCION
MT-7013-B 7013-B BUJE SUZUKI GIXXER SF Y GSX 150R,INY-1457016F,30,INYECCION
MT-7014 7014 BUJE YAMAHA XT 660,INY-14E4B23E,33,INYECCION
MT-7015 7015 BUJE CAMPANA SUZUKI  V STROM,INY-7071B7C1,31,INYECCION
MT-7016 7016 BUJE CAMPANA SUZUKI DR 650,INY-7071B7C1,31,INYECCION
MT-7017 7017 BUJE YAMAHA R6 /MT07/ XRS700 / FZ07,INY-7071B7C1,29,INYECCION
"MT-7018 7018 BUJE KAWASAKI 650, 700, 800, 900 Y VERSY 1000",INY-05001208,30,INYECCION
MT-7019 7019 BUJE YAMAHA R1 / MT09 / XRS900 / FZ09 / FJ09 / TRACER 900 KIT X 6,INY-F006ACE4,20,INYECCION
MT-7020A 7020A BUJE PROTECTOR CAMBIOS MOTO AMARILLO,INY-0429A0DB,22,INYECCION
MT-7020AZ 7020AZ BUJE PROTECTOR CAMBIOS MOTO AZUL,INY-0429A0DB,23,INYECCION
MT-7020B 7020B BUJE PROTECTOR CAMBIOS MOTO BEIGE,INY-77D1BEE1,23,INYECCION
MT-7020F 7020F BUJE PROTECTOR CAMBIOS MOTO FUCSIA,INY-700EC8B7,26,INYECCION
MT-7020FL 7020FL BUJE PROTECTOR CAMBIOS MOTO FLOURESENTE,INY-05001208,24,INYECCION
MT-7020G 7020G BUJE PROTECTOR CAMBIOS MOTO GRIS,INY-700EC8B7,27,INYECCION
MT-7020M 7020M BUJE PROTECTOR CAMBIOS MOTO MORADO,INY-05001208,23,INYECCION
MT-7020N 7020N BUJE PROTECTOR CAMBIOS MOTO NARANJA,INY-05001208,26,INYECCION
MT-7020NG 7020NG BUJE PROTECTOR CAMBIOS M OTO NEGRO,INY-05001208,25,INYECCION
MT-7020R 7020R BUJE PROTECTOR CAMBIOS MOTO ROJO,INY-05001208,24,INYECCION
MT-7020V 7020V BUJE  PROTECTOR CAMBIOS MOTO VERDE,INY-05001208,23,INYECCION
MT-7020VM 7020VM BUJE PROTECTOR CAMBIOS MOTO VERDE MILITAR,INY-700EC8B7,23,INYECCION
MT-7021 7021 BUJE CAMPANA AKT CR5 / TTX / XM180,12ec5807,27,INYECCION
"MT-7022 7022 BUJE CAMPANA CF MOTOS 250NK, 300NK, 250SR Y 300SR",INY-20803252,25,INYECCION
"MT-7023 7023 BUJE CAMPANA CF MOTOS 400NK, 400GT, 650NK, 650GT Y 650MT",INY-606624A0,23,INYECCION
MT-7024 7024 BUJE SUZUKI GIXXER 250,INY-04CC70EE,34,INYECCION
MT-7025 7025 BUJE CAMPANA HONDA XR300,INY-70D257D2,33,INYECCION
MT-7029 7029 BUJE CAMPANA VICTORY ZONTES ZT350 GK,INY-7071B7C1,26,INYECCION
MT-7030 7030 BUJE CAMPANA BMW GS310 Y 310 KIT X 3,INY-737B2BC3,33,INYECCION
MT-7031 7031 BUJE PORTA SPROCKET BMW 750 Y 850,INY-77D1BEE1,28,INYECCION
"MT-7032 7032  BUJE KTM 200, 250, 390 NG Y CLASICA . DOMINAR 250 Y 400UG. SVARPILEN 200",INY-D03023ED,24,INYECCION
MT-7033 7033,73b74339,50,INYECCION
PL-001 PLANTILLA CON SOPORTE DE RANILLA,INY-F006ACE4,27,INYECCION
PL-002 PLANTILLA SENCILLA,PL-002,39,PULIDO
PL-002-N PLANTILLA SENCILLA NEGRA,INY-0B912EA1,31,INYECCION
PL-003 PLANTILLA COMPENSADA A 2°,INY-F006ACE4,33,INYECCION
PL-TOPE 9765 PLATINA PARA ENSAMBLE 9765,INY-5512EEFA,31,INYECCION
PL-TOPE 9768 PLATINA PARA ENSAMBLE 9768,INY-F5878EE5,31,INYECCION
SP-130 SEPARADOR DE 130MM IRIS,13d030ea,37,INYECCION
V BUJE BARRA ESTABILIZADORA HINO SIN PESTAÑA,INY-DEE5ADE2,29,INYECCION
MP-002 TPU DUREZA 85,PL-002,38,PULIDO
MP-003 SILICONA EN SPRAY,INY-D03023ED,44,INYECCION
MP-011 MP-011 PIGMENTO CD-3397 MASTER PRIMA AZUL,INY-10A147CA,30,INYECCION
"BA-007 BARRA ACERO HEXAGONAL SAE 12L14 5/8""",INY-7128C31A,30,INYECCION
ANILLO9735 ANILLO BUJE BT-50,5a923c5b,33,INYECCION
CAR9735 BUJE EXTERNO BT-50,INY-BC90EC97,37,INYECCION
BL-001 BL-001 BALANCIN VIGO LARGO,INY-05001208,31,INYECCION
BL-002 BL-002 BALANCIN VIGO CORTO,00d2acbb,34,INYECCION
BL-003 BL-003 BALANCIN NISSAN D-21 70mm,INY-0433195D,31,INYECCION
BL-004 BL-004 BALANCIN NISSAN D-21 95mm,INY-0433195D,35,INYECCION
BL-005 BL-005 BALANCIN MAZDA B2000 SEMILARGO,INY-05001208,32,INYECCION
BL-006 BL-006 BALANCIN REVO CORTO,INY-F006ACE4,31,INYECCION
BL-007 BL-007 BALANCIN REVO LARGO,INY-7071B7C1,31,INYECCION
"BL-008 BL-008 BALANCIN TOYOTA 4,5 85mm",INY-4500E455,36,INYECCION
BL-009 BL-009 BALANCIN MAZDA B2000,INY-05001208,35,INYECCION
BL-010 BL-010 BALANCIN CHEVROLET LUV 2300 90mm,INY-05001208,31,INYECCION
BL-011 BL-011 BUJE BALANCIN CHEVROLET LUV 2300 - 120mm,INY-115C4020,25,INYECCION
BSL-001 BSL-001 BALANCIN VIGO LARGO - SIN SISTEMA DE LUBRICACIÓN,INY-9BBB3ACC,25,INYECCION
BSL-002 BSL-002 BALANCIN VIGO ORIGINAL - SIN SISTEMA DE LUBRICACIÓN,INY-120DE7AA,24,INYECCION
BSL-003 BSL-003 BALANCIN NISSAN D21-70 mm -SIN SISTEMA DE LUBRICACIÓN,INY-3603DDEB,25,INYECCION
BSL-004 BSL-004 BALANCIN NISSAN D21-95 mm - SIN SISTEMA DE LUBRICACIÓN,INY-9BBB3ACC,23,INYECCION
BSL-005 BSL-005 BALANCIN MAZDA B2000 SEMILARGO - SIN SISTEMA DE LUBRICACIÓN,INY-8075CCCE,21,INYECCION
BSL-006 BSL-006 BALANCIN REVO CORTO - SIN SISTEMA DE LUBRICACIÓN,INY-F006ACE4,25,INYECCION
BSL-007 BSL-007 BALANCIN REVO LARGO - SIN SISTEMA DE LUBRICACIÓN,INY-9BBB3ACC,25,INYECCION
BSL-008 BSL-008 BALANCIN TOYOTA 4.5 - 85 mm - SIN SISTEMA LUBRICACIÓN,INY-8075CCCE,26,INYECCION
BSL-009 BSL-009 BALANCIN MAZDA B2000 (6040) - SIN SISTEMA DE LUBRICACIÓN,INY-9BBB3ACC,23,INYECCION
BSL-010 BSL-010 BALANCIN CHEVROLET LUV 2300 - 90mm - SIN SISTEMA DE  LUBRICACIÓN,INY-9BBB3ACC,21,INYECCION
BSL-011 BSL-011 BALANCIN CHEVROLET LUV 2300 - 120mm - SIN SISTEMA DE LUBRICACIÓN,INY-D03023ED,21,INYECCION
BSL-012 BSL-012 BALANCIN NISSAN FRONTIER - SIN SISTEMA DE LUBRICACIÓN,INY-120DE7AA,26,INYECCION
BSL-013 BSL-013 BALANCIN KIA PREGIO / H1 / GRAND STAREX - SIN SISTEMA DE LUBRICACIÓN,INY-9BBB3ACC,20,INYECCION
BSL-014 BSL-014 BALANCIN MONTERO / H100 / STAREX / L200 / SPORTERO - SIN SISTEMA DE LUBRICACIÓN,INY-44B0CBEE,21,INYECCION
BSL-015 BSL-015 BALANCIN HILUX SEMI LARGO - SIN SISTEMA DE LUBRICACIÓN,INY-9BBB3ACC,23,INYECCION
BSL-016 BSL-016 BALANCIN WULING / N200 / DFM,INY-161BEA5B,35,INYECCION
BSL-017 BSL-017 BALANCIN SUZUKI / HAFEI / DAMAS / CARRY,INY-1457016F,26,INYECCION
BSL-018 BSL-018 BALANCIN MITSUBISHI CANTER Y HYUNDAI COUNTY - SIN SISTEMA DE LUBRICACIÓN,INY-158CCACD,23,INYECCION
BSL-019 BSL-019 BALANCIN CHEVROLET NPR CRUZADO - SIN SISTEMA DE LUBRICACIÓN,INY-9BBB3ACC,24,INYECCION
"BSL-020 BSL-020 BALANCIN TOYOTA 4,5 MONJA - SIN SISTEMA DE LUBRICACIÓN",INY-120DE7AA,25,INYECCION
"BSL-021 BSL-021 BALANCIN TOYOTA 4,5 110mm - SIN SISTEMA DE LUBRICACIÓN",INY-14B68DEA,25,INYECCION
"BSL-022 BSL-022 BALANCIN TOYOTA 4,5 140mm - SIN SISTEMA DE LUBRICACIÓN",INY-14B68DEA,25,INYECCION
BSL-023 BSL-023 BALANCIN NKR Y NHR - SIN SISTEMA DE LUBRICACIÓN,INY-3603DDEB,28,INYECCION
BSL-024 BSL-024 BALANCIN NPR TRASERO - SIN SISTEMA DE LUBRICACIÓN,INY-0429A0DB,24,INYECCION
"BSL-026 BSL-026 BALANCIN TOYOTA 4,5 DE 140mm (MEDIA LUNA) - SIN SISTEMA DE LUBRICACIÓN",INY-158CCACD,24,INYECCION
BSL-027 BSL-027 BALANCIN FORD RANGER - SIN SISTEMA DE LUBRICACIÓN,INY-8075CCCE,24,INYECCION
BSL-028 BSL-028 BALANCIN DAIHATSU F20 - SIS SISTEMA DE LUBRICACIÓN,INY-8A0AB4A0,24,INYECCION
BSL-029 BSL-029 BALANCIN CHEVROLET N300 - SIN SISTEMA DE LUBRICACIÓN,INY-9BBB3ACC,23,INYECCION
BSL-031 BSL-031  BALANCIN SUZUKI / HAFEI / DAMAS / CARRY LARGO,FR-9303 / CB9721,26,FICHAS_INT_CAR
BSL-032 BSL-032 BALANCIN SUZUKI / HAFEI / DAMAS / CARRY,INY-20803252,26,INYECCION
BSL-036 BSL-036 BALANCIN LUV 2300  (CENTROS 140mm) RECTO  - SIN SISTEMA DE LUBRICACION,INY-3603DDEB,22,INYECCION
BSL-040 BSL-040 BALANCIN SUZUKI 120 mm (MEDIA LUNA) - SIN SISTEMA DE LUBRICACION,INY-44B0CBEE,23,INYECCION
BSL-041 BSL-041 BALANCIN CHEVROLET LUV 2300 - 120mm (MEDIA LUNA) - SIN SISTEMA DE LUBRICACIÓN,INY-44B0CBEE,20,INYECCION
BSL-042 BSL-042 BALANCIN CHEVROLET LUV 2300 - 140mm (MEDIA LUNA) - SIN SISTEMA DE LUBRICACIÓN,INY-44B0CBEE,20,INYECCION
BSL-043 BSL-043 BALANCIN NISSAN FRONTIER120mm (MEDIA LUNA) - SIN SISTEMA DE LUBRICACIÓN,INY-44B0CBEE,21,INYECCION
BSL-044 BSL-044 BALANCIN,INY-0944B1B0,39,INYECCION
BSL-045 BSL-045 BALANCIN,INY-4500E455,44,INYECCION
BSL-047 BSL-047 BALANCIN,INY-4C7C0497,44,INYECCION
0014009 TUBO MUEBLE REDONDO CR 1.663 CALIBRE  16,091eebdb,29,INYECCION
"BP001 TUBO REDONDO MUEBLE 1 1/2 CALIBRE 1,50MM X 6 METROS",INY-115C4020,23,INYECCION
MP-001 PIGMENTO PARA BUJES CD 1296,INY-0515F19B,35,INYECCION
MP-024 KEPITAL F20-03 COPOLIMERO ACTALICO POM,INY-02CCAE9F,28,INYECCION
MP-016 FORTIPRENE TPU 5127 DUREZA 70,INY-120DE7AA,38,INYECCION
MP-017 PIGMENTO MASTER NEGRO,INY-DC2D7AEE,35,INYECCION
MP-025 PIGMENTO VERDE MILITAR,INY-543A05AD,29,INYECCION
MP-005 PIGMENTO CD-7198 MASTER PRISMA GRIS,INY-8CDEAEEE,30,INYECCION
MP-006 DESMOPAN 3491A MATERIAL PARA HERRADURAS,INY-349E5AA2,28,INYECCION
004-TUERCA TUERCA DE SEGURIDAD RO 5/16,INY-16E7EADE,32,INYECCION
PL-6000 PLATINA PARA ENSAMBLE 6000,INY-F006ACE4,35,INYECCION
TR-9882 TORNILLO CARRIAGEZINCADO 5/16 * 3/4,INY-158CCACD,34,INYECCION
CAR9007 CARCAZA PARA ENSAMBLE BUJE PESADO NUEVO,b07ea3bd,25,INYECCION
CH-PEGANTE-213 PEGANTE CHEMLOK 213,INY-D232EEE8,35,INYECCION
EJE9007 EJE CENTRAL 9007,EJE9007,45,PULIDO
EJE9008 EJE CENTRAL 9008,9008a0e8,44,INYECCION
MP-009 MATERIAL TPU M85,INY-85A9EA1C,34,INYECCION
003-TUERCA TUERCA DE SEGURIDAD 3/8,INY-DEE5ADE2,30,INYECCION
ARC001 ARC001 ARANDELA CONICA MUÑECO,INY-1D01A01E,34,INYECCION
TR-3/8*3 TORNILLO ZINCADO DE 3/8*3,INY-3603DDEB,30,INYECCION
TR 3/8*2 1/2 TORNILLO ZINCADO DE 3/8*2 1/2,INY-22232939,30,INYECCION
SP-110 SEPARADOR DE  110  mm IRIS,INY-120DE7AA,33,INYECCION
TR-3/8*9 TORNILLO ZINCADO DE 3/8*9,INY-90336979,30,INYECCION
SP-135 SEPARADOR  135 mm IRIS,INY-543A05AD,30,INYECCION
TR-3/8*10 TORNILLO ZINCADO DE 3/8*10,INY-03C8C84E,33,INYECCION
SP-60 SEPARADOR DE  60 mm,6fdeaad3,38,INYECCION
TR 3/8*7 TORNILLO ZINCADO 3/8*7,INY-0393B784,33,INYECCION
SP-40 SEPARADOR 40 mm IRIS,INY-9744AEAD,32,INYECCION
TR-3/8*6 TORNILLO ZINCADO DE 3/8*6,INY-3D3468C8,35,INYECCION
SP-90 SEPARADOR DE 90mm IRIS,9095e0da,33,INYECCION
TR-3/8*8 TORNILLO ZINCADO DE 3/8*8,INY-3603DDEB,30,INYECCION
SP-15 SEPARADOR DE 15mm IRIS,175d5daa,33,INYECCION
TR-3/8*5 TORNILLO ZINCADO DE 3/8*5,INY-633955E1,35,INYECCION
TR 3/8*4 1/2 TORNILLO ZINCADO DE 3/8*4 1/2,INY-14B68DEA,30,INYECCION
SP-74 SEPARADOR DE 74MM,INY-9744AEAD,40,INYECCION
SP-25 SEPARADOR DE 25MM IRIS,INY-265DEAD7,35,INYECCION
TR-3/8*5 1/2 TORNILLO ZINCADO DE 3/8*5 1/2,INY-3233581C,30,INYECCION
SP-160 SEPARADOR DE 160MM IRIS,INY-120DE7AA,33,INYECCION
SP-30 SEPARADOR  DE 30MM IRIS,INY-3603DDEB,35,INYECCION
SP-50 SEPARADOR  DE 50MM IRIS,INY-543A05AD,30,INYECCION
SP-35 SEPARADOR  DE 35MM IRIS,355eed6e,33,INYECCION
005-TUERCA TUERCA SEGURIDAD M8- 1.25 (9430),INY-05001208,31,INYECCION
ARC002- ARANDELA ARC002 ARANDELA PARA MUÑECO 9430 PEQUEÑA,INY-E2DEA2C2,24,INYECCION
"ARC003 ARANDELA PLANA ZINC. 5/16"" 9430 (Grande)",INY-543A05AD,36,INYECCION
TR-9430 TORNILLO BRISTOL  8 ML X 80 Grado 8,FR-9306HDR,27,FICHAS_INT_CAR
"006-TUERCA TUERCA HEX CLASE 6 PASO 1,25 BICROMATIZADA 12 PARA 9431",54c2aacc,19,INYECCION
"ARC004 ARANDELA PLANA ZINCADA DE  1/2"" (9431)",INY-120DE7AA,38,INYECCION
TR-9431 TORNILLO BARRA ESTABILIZADORA 9431,INY-742941BA,33,INYECCION
WASA-001 WASA ZINIRI 1/2 PARA 9431,INY-7128C31A,35,INYECCION
SP-120 SEPARADOR  DE 120MM IRIS,INY-120DE7AA,38,INYECCION
TR- 3/8*9 TORNILLO ZINCADO DE 3/8*9,INY-90336979,30,INYECCION
SP-78 SEPARADOR DE 78MM IRIS,INY-77D1BEE1,30,INYECCION
SP-140 SEPARADOR DE 140MM IRIS,INY-120DE7AA,33,INYECCION
INT9727 INTERNO PARA ENSAMBLE 9727 TIIDA,INY-7E1BD3E7,31,INYECCION
INT9738 BUE MUELLE MAZDA 9738,33a6daee,38,INYECCION
INT9756 INTERNO PARA 9756 BUJE YOYO,INY-F9BE9D75,43,INYECCION
"TR-9765 TORNILLO CARRIAJE ZINCADO 5/16*1""  (9765)",INY-11325997,32,INYECCION
CAR9766 CARCAZA EXTERNA FRONTIER 9766,INY-5CA96A6C,33,INYECCION
INT9766 TUBO INTERNO FRONTIER 9766,INY-52970766,35,INYECCION
PL-TOPE 9767 PLATINA PARA ENSAMBLE 9767,INY-9744AEAD,31,INYECCION
TR-9767 TORNILLO CARRIAJE 5/16 *2,INY-1E869467,36,INYECCION
CAR9779 CARCAZA PARA ENSAMBLE 9779,9999caae,38,INYECCION
INT9779 INTERNO PARA ENSAMBLE 9779,INY-7E1BD3E7,35,INYECCION
CAR9782 CARCAZA PARA ENSAMBLE 9782,INY-97129E78,35,INYECCION
INT9782 INTERNO PARA ENSAMBLE 9782,INY-82EE5078,39,INYECCION
INT9795 INT PARA 9795 Y 9796,INY-90336979,40,INYECCION
INT9815 INTERNO  PARA 9815,INY-58715855,43,INYECCION
CAR9821 CARCAZA BUJE 9821,921b0e2c,42,INYECCION
INT9822 INTERNO 9822,INY-86258102,44,INYECCION
CAR9824-9826 EXT Ø INT 57 - Ø EXT 60 - ALTURA 40,INY-F006ACE4,35,INYECCION
"INT9824-9826 INTERNO  Ø INT 16,2 - Ø EXT 30,2 - ALTURA 50",INY-F006ACE4,30,INYECCION
"INT9831 Interno Ø Int 12,4 - Ø Ext 20,5 - Altura 35",INY-A14AFE98,33,INYECCION
INT9837 INTERNO PARA ENSAMBLE 9837 MUÑECO ATOS,INY-7E1BD3E7,28,INYECCION
PM-001 CUERPO  PARA ENSAMBLE MUÑECO BARRA ESTABILIZADORA ATOS,INY-F006ACE4,20,INYECCION
MP-004 MATERIAL PARA INYECCION LIMPIABRISAS TPE,Inyección,29,FICHAS_INT_CAR
"INT9858 INTERNO PARA ENSAMBLE 9858, 9859, 9861 Y 9873",INY-58513975,35,INYECCION
CAR9861 CARCAZA PARA ENSAMBLE 9861 37 MM EXT,INY-86C9AC4C,29,INYECCION
CAR9867 CARCAZA PARA ENSAMBLE 9867,INY-86C9AC4C,35,INYECCION
"INT9867 INTERNO 9867 Ø INT12,2mm - Ø EXT 22,2mm  ALTURA 46,0mm",INY-97129E78,27,INYECCION
CAR9873 CARCAZA PARA ENSAMBLE 9873 EXT 33,INY-339D63C3,30,INYECCION
HERRAJE9882 HERRAJE PORTA GRAPA CHASIS NPR 9882,INY-8CDEAEEE,31,INYECCION
INT9893 BUJE INTERNO PARA AVEO 9893,INY-89E0EDD3,34,INYECCION
"CAR9896-9903 CARCAZA  Ø INT 27,0 - Ø EXT 30,0 - ALTURA 61 ( 9896 Y 9903 )",INY-07D336CE,31,INYECCION
INT9903 INTERNO PARA ENSAMBLE 9903,INY-90336979,35,INYECCION
CAR9904 CARCAZA PARA ENSAMBLE 9904,9999caae,38,INYECCION
INT9904 INTERNO PARA ENSAMBLE 9904,INY-90A59984,39,INYECCION
MP-026 DESMOPAN 3491A COVESTRO DUREZA 91,09aecdaa,29,INYECCION
"CAR9908 CAR EXT 9908  Ø INT 47,5mm - Ø EXT 50,5mm - ALTURA 45,5mm (SIN DOBLES)",INY-44B0CBEE,25,INYECCION
"INT9908 INTERNO 9908 Ø INT19,2mm - Ø EXT 25,4mm-  Ø INT22,7mm - Ø EXT 28,5mm   ALTURA 55,5mm",INY-86258102,20,INYECCION
PL-9915 PLATINA PARA ENSAMBLE 9915,INY-5512EEFA,35,INYECCION
"INT9916 TUBO INTERNO DLL NUEVO 23,5 X 28,6 X 16",INY-11325997,31,INYECCION
INT9920 TUBO INTERIOR PARA 9920,INY-90336979,33,INYECCION
CAR9923 CARCAZA EXTERIOR BT-50 FORD RANGER,INY-02CCAE9F,33,INYECCION
INT9923 TUBO INTERNO PARA ENSAMBLE 9923,INY-DF6EA992,31,INYECCION
"CAR9931 CAR EXT 9931  Ø INT 51,7mm - Ø EXT 54,7mm - ALTURA 71 mm (SIN DOBLES)",INY-543A05AD,23,INYECCION
"INT9931 INTERNO 9931 Ø INT16,2mm - Ø EXT 21,34mm- ALTURA 80mm",INY-A391131D,27,INYECCION
INT9933 TUBO INTERIOR 9933 TIJERA TOYOTA CORLLA,INY-90336979,31,INYECCION
"CAR9934 CAR EXT 9934 Ø INT65,5mm - Ø EXT 68,7mm- ALTURA 38mm  (SIN DOBLES)",INY-F5878EE5,24,INYECCION
INT9934 TUBO INTERIOR 9934 TIJERA PUÑO TOYOTA COROLLA,INY-9F34A793,31,INYECCION
"INT9935 INTERNO 9935 Ø INT28mm - Ø EXT 38,9mm-  ALTURA 58mm",INY-85851E8B,29,INYECCION
PL-9944 PLATINA EXTERNA TOPE 9944,INY-9744AEAD,36,INYECCION
"CAR9945 CARCAZA 9945 Ø INT43,4mm - Ø EXT 46,4mm- ALTURA 40,5mm (Medidas de Corte)",INY-543A05AD,21,INYECCION
"INT9945 INTERNO 9945 Ø INT20,1mm - Ø EXT 25,4mm- ALTURA 49mm",INY-49A0F964,28,INYECCION
"INT9946 INTERNO 9946 Ø INT18mm - Ø EXT 22mm- ALTURA 48,5mm",INY-24C5E468,29,INYECCION
"INT9959 INTERNO  Ø INT 17,2 - Ø EXT 22,2 - ALTURA 40",INY-10729950,33,INYECCION
PL-9968 PLATINA PATRA ENSAMBLE 9968,INY-9086E6A4,34,INYECCION
"INT9985 TUBO INTERNO 9985 Ø INT 14,8 - Ø EXT 19,5 - ALTURA 36,7",INY-A14AFE98,27,INYECCION
PL-HR-GD PLATINA PARA HERRADURA GRANDE DELANTERA,INY-8CDEAEEE,30,INYECCION
PL-HR-GT PLATINA PARA HERRADURA GRANDE TRASERA,INY-DEE5ADE2,28,INYECCION
PL-HR-MD PLATINA HERRADURA MEDIANA DELANTERA (CON UNA PESTAÑA),INY-8CDEAEEE,28,INYECCION
PL-HR-MT PLATINA PARA HERRADURA MEDIANA TRASERA (CON DOS PESTAÑAS),INY-8CDEAEEE,24,INYECCION
MP-007 PIGMENTO PARA HERRADURAS (MASTER LUMINIZANTE FOT-3000),INY-7ADA68E8,23,INYECCION
PL-HR-PD PLATINA HERRADURA PEQUEÑA DELANTERA ( SIN PESTAÑA),INY-8CDEAEEE,27,INYECCION
PL-HR- PT PLATINA PARA HERRADURA PEQUEÑA TRASERA (CON PESTAÑA),INY-8CDEAEEE,26,INYECCION
PL-HR-XLD PLATINA PARA HERRADURA GIGANTE DELANTERA,INY-8CDEAEEE,29,INYECCION
PL-HR-XLT PLATINA PARA HERRADURA GIGANTE TRASERA,INY-DEE5ADE2,23,INYECCION
"BP002 TUBO CERRAMIENTO NEGRO 3/4 CAL ,090",INY-0D934B90,35,INYECCION
"BP025 TUBO PRESION NEGRO BISELADO 1/2 CALIBRE 0,109 X 6 METROS",INY-006A5C5A,27,INYECCION
MP-012 PIGMENTO CD-9216 MASTER PRISMA VIOLETA,INY-296D0CE6,28,INYECCION
MP-020 PIGMENTO CD-2436 MASTER PRIMA NARANJA,INY-120DE7AA,32,INYECCION
MP-010 PIGMENTO CD-2527 MASTER PRISMA ROSADO,INY-20803252,29,INYECCION
MP-013 PIGMENTO CD-2494 MASTER PRISMA ROJO,INY-02CCAE9F,30,INYECCION
MP-014 PIGMENTO CD-6294 MASTER PRISMA VERDE,INY-606624A0,29,INYECCION
CM7002SPB BUJE MT PARA ENSAMBLE 7002-SPB,CM7002SPA,37,PULIDO
MP-021 PIGMENTO CD-8355 MASTER PRISMA BEIGE,INY-8CDEAEEE,29,INYECCION
LM-LAMINA LAMINA HR A-36 9765,INY-349E5AA2,39,INYECCION
